id;name;country;client_company_name;time_zone;city;start_date;description;id_1;name_2;type;extent;start_date_3;previsional_end;project_id;created_at;updated_at;deleted;operating_rate;main_site
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;1085;MAT_Avoisinants;OTHERS;;15/02/2023;16/05/2028;511;16/05/2023 10:34;16/05/2023 10:34;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;1055;MAT;GARE;;04/04/2023;03/05/2028;511;03/05/2023 11:14;03/05/2023 11:14;FAUX;0.0;
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;1086;MAT_Topo;OTHERS;;15/02/2023;16/05/2028;511;16/05/2023 10:35;16/05/2023 10:35;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;1087;MAT_Sono/Vibro;OTHERS;;15/02/2023;16/05/2028;511;16/05/2023 10:35;16/05/2023 10:35;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;2362;MAT_Corps station_EXT;OTHERS;;08/08/2024;08/08/2024;511;08/08/2024 13:05;08/08/2024 13:05;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;2363;MAT_Corps station_INF;OTHERS;;08/08/2024;08/08/2024;511;08/08/2024 13:05;08/08/2024 13:05;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;2361;MAT_Corps station_CVG;OTHERS;;08/08/2024;08/08/2024;511;08/08/2024 13:04;08/08/2024 13:04;FAUX;0.0;1055
511;M3-GC03 TISSEO;France;LIGAM;Europe/Paris;Toulouse;31/01/2023;Monitoring en phase de construction sur le lot M3-GC03;2423;MAT_LA-Tisséo;OTHERS;;04/09/2024;04/09/2024;511;04/09/2024 22:33;04/09/2024 22:33;FAUX;0.0;1055
